FI|SCH|ID|AU|FAU|AF1|AF2|AF3|CI|PAF|CN|AUID
LIL|rhs|biblio-828900|Fernandes, Natália Martinez||Universidade Federal de Santa Maria|Department of Speech-Language Pathology and Audiology|||BR||
LIL|rhs|biblio-828900|Pelissari, Isadora Gonçalves||Universidade Federal de Santa Maria|Department of Speech-Language Pathology and Audiology|||BR||
LIL|rhs|biblio-828900|Cogo, Licia Assunção||Universidade Federal de Santa Maria|Department of Speech-Language Pathology and Audiology|||BR||
LIL|rhs|biblio-828900|Filha, Valdete Alves Valentins dos Santos||Universidade Federal de Santa Maria|Department of Speech-Language Pathology and Audiology|||BR||
LIL|rhs|biblio-829039|Barría P, R. Mauricio||Universidad Austral de Chile|Faculty of Medicine|||||
LIL|rhs|biblio-829041|Poreddi, Vijayalakshmi||National Institute of Mental health and Neurosciences|Department of Nursing|||IN||
LIL|rhs|biblio-829041|Gandhi, Sailaxmi||National Institute of Mental health and Neurosciences|Department of Nursing|||IN||
LIL|rhs|biblio-829041|Thimmaiah, Rohini||National Institute of Mental health and Neurosciences|Department of Nursing|||IN||
LIL|rhs|biblio-829041|BM, Suresh||National Institute of Mental health and Neurosciences|Department of Nursing|||IN||
LIL|rhs|biblio-829047|Fernandes Pereira, Francisco Gilberto||Federal University of Piauí (UFPI)||||BR||
LIL|rhs|biblio-829047|Afio Caetano, Joselany||Federal University of Piauí (UFPI)||||BR||
LIL|rhs|biblio-829047|Marques Frota, Natasha||Federal University of Piauí (UFPI)||||BR||
LIL|rhs|biblio-829047|Gomes da Silva, Maguida||Federal University of Piauí (UFPI)||||BR||
LIL|rhs|biblio-829048|Nascimento Kluczynik Vieira, Caroline Evelin||Federal University of Rio Grande do Norte||||BR||
LIL|rhs|biblio-829048|Soares Mariz, Larissa||Federal University of Rio Grande do Norte||||BR||
LIL|rhs|biblio-829048|Azevêdo Dantas, Dândara Nayara||Federal University of Rio Grande do Norte||||BR||
LIL|rhs|biblio-829048|Cunha de Menezes, Dayane Jéssyca||Federal University of Rio Grande do Norte||||BR||
LIL|rhs|biblio-829048|Dantas Rêgo, Márcia Camila||Federal University of Rio Grande do Norte||||BR||
LIL|rhs|biblio-829048|Cruz Enders, Bertha||Federal University of Rio Grande do Norte||||BR||
LIL|rhs|biblio-829051|Chamorro Rebollo, Elena||Universidad Pontificia de Salamanca|Faculty of Nursing and Physical Therapy Salus Infirmorum||Madrid|ES||
LIL|rhs|biblio-829051|Siles González, José||Universidad Pontificia de Salamanca|Faculty of Nursing and Physical Therapy Salus Infirmorum||Madrid|ES||
LIL|rhs|biblio-829051|Díaz Pérez, Cristina||Universidad Pontificia de Salamanca|Faculty of Nursing and Physical Therapy Salus Infirmorum||Madrid|ES||
LIL|rhs|biblio-829051|álvarez López, Oscar||Universidad Pontificia de Salamanca|Faculty of Nursing and Physical Therapy Salus Infirmorum||Madrid|ES||
LIL|rhs|biblio-829140|Capozzi, E||Universidad de Carabobo|Escuela de Bioanálisis|Departamento de estudios clínicos||||
LIL|rhs|biblio-829140|Mobili, D||Universidad de Carabobo|Escuela de Bioanálisis|Departamento de estudios clínicos||||
LIL|rhs|biblio-829140|Martinez, I||Universidad de Carabobo|Escuela de Bioanálisis|Departamento de estudios clínicos||||
LIL|rhs|biblio-829208|Rosales Origuela, Janairy||Hospital General Universitario Dr. Gustavo Aldereguía Lima|||Cienfuegos|CU||
LIL|rhs|biblio-829208|Díaz Díaz, Jayce||Hospital General Universitario Dr. Gustavo Aldereguía Lima|||Cienfuegos|CU||
LIL|rhs|biblio-829208|Molina Ramírez, Beatriz||Hospital General Universitario Dr. Gustavo Aldereguía Lima|||Cienfuegos|CU||
LIL|rhs|biblio-829208|Chávez Troya, Osmel||Hospital General Universitario Dr. Gustavo Aldereguía Lima|||Cienfuegos|CU||
LIL|rhs|biblio-829343|Costa, Pedro Henrique Antunes da||Universidade Federal de Juiz de Fora|Departamento de Psicologia||Juiz de Fora|BR||
LIL|rhs|biblio-829343|Paiva, Fernando Santana de||Universidade Federal de Juiz de Fora|Departamento de Psicologia||Juiz de Fora|BR||
LIL|rhs|biblio-829385|Cano, Débora Staub||Faculdades Integradas de Taquara||||BR||
LIL|rhs|biblio-829385|Moré, Carmen Leontina Ojeda Ocampo||Faculdades Integradas de Taquara||||BR||
LIL|rhs|biblio-829554|SCHEFFER, MÁRIO CÉSAR||Universidade de São Paulo|Faculdade de Medicina|Department of Preventative Medicine|São Paulo|BR||
LIL|rhs|biblio-829554|GUILLOUX, ALINE GIL ALVES||Universidade de São Paulo|Faculdade de Medicina|Department of Preventative Medicine|São Paulo|BR||
LIL|rhs|biblio-829554|POZ, MARIO ROBERTO DAL||Universidade de São Paulo|Faculdade de Medicina|Department of Preventative Medicine|São Paulo|BR||
LIL|rhs|biblio-829554|SCHRAIBER, LILIA BLIMA||Universidade de São Paulo|Faculdade de Medicina|Department of Preventative Medicine|São Paulo|BR||
LIL|rhs|biblio-829572|Pizolato, Raquel Aparecida||Universidade de São Paulo|Faculdade de Odontologia de Bauru||Bauru|BR||
LIL|rhs|biblio-829572|Fonseca, Luciana Mara Monti||Universidade de São Paulo|Faculdade de Odontologia de Bauru||Bauru|BR||
LIL|rhs|biblio-829572|Bastos, Roosevelt da Silva||Universidade de São Paulo|Faculdade de Odontologia de Bauru||Bauru|BR||
LIL|rhs|biblio-829572|Fernandes, Adriano Yacubian||Universidade de São Paulo|Faculdade de Odontologia de Bauru||Bauru|BR||
LIL|rhs|biblio-829572|Lefévre, Fernando||Universidade de São Paulo|Faculdade de Odontologia de Bauru||Bauru|BR||
LIL|rhs|biblio-829572|Maximino, Luciana Paula||Universidade de São Paulo|Faculdade de Odontologia de Bauru||Bauru|BR||
LIL|rhs|biblio-829587|Comiotto, Graziela Schenatto||Faculdade Nossa Senhora de Fátima|||Caxias do Sul|BR||
LIL|rhs|biblio-829587|Kappaun, Simone||Faculdade Nossa Senhora de Fátima|||Caxias do Sul|BR||
LIL|rhs|biblio-829587|Cesa, Carla Ciceri||Faculdade Nossa Senhora de Fátima|||Caxias do Sul|BR||
LIL|rhs|biblio-829612|Meska, Mateus Henrique Gonçalves||Universidade de São Paulo|Escola de Enfermagem de Ribeirão Preto|Centro Colaborador da OMS para o Desenvolvimento da Pesquisa em Enfermagem|Ribeirão Preto|BR||
LIL|rhs|biblio-829612|Mazzo, Alessandra||Universidade de São Paulo|Escola de Enfermagem de Ribeirão Preto|Centro Colaborador da OMS para o Desenvolvimento da Pesquisa em Enfermagem|Ribeirão Preto|BR||
LIL|rhs|biblio-829612|Jorge, Beatriz Maria||Universidade de São Paulo|Escola de Enfermagem de Ribeirão Preto|Centro Colaborador da OMS para o Desenvolvimento da Pesquisa em Enfermagem|Ribeirão Preto|BR||
LIL|rhs|biblio-829612|Souza-Junior, Valtuir Duarte de||Universidade de São Paulo|Escola de Enfermagem de Ribeirão Preto|Centro Colaborador da OMS para o Desenvolvimento da Pesquisa em Enfermagem|Ribeirão Preto|BR||
LIL|rhs|biblio-829612|Negri, Elaine Cristina||Universidade de São Paulo|Escola de Enfermagem de Ribeirão Preto|Centro Colaborador da OMS para o Desenvolvimento da Pesquisa em Enfermagem|Ribeirão Preto|BR||
LIL|rhs|biblio-829612|Chayamiti, Emília Maria Paulina Campos||Universidade de São Paulo|Escola de Enfermagem de Ribeirão Preto|Centro Colaborador da OMS para o Desenvolvimento da Pesquisa em Enfermagem|Ribeirão Preto|BR||
LIL|rhs|biblio-829613|Medeiros, Adriane Calvetti de||Universidade Federal do Rio Grande|Escola de Enfermagem||Rio Grande|BR||
LIL|rhs|biblio-829613|Siqueira, Hedi Crecencia Heckler de||Universidade Federal do Rio Grande|Escola de Enfermagem||Rio Grande|BR||
LIL|rhs|biblio-829613|Zamberlan, Claudia||Universidade Federal do Rio Grande|Escola de Enfermagem||Rio Grande|BR||
LIL|rhs|biblio-829613|Cecagno, Diana||Universidade Federal do Rio Grande|Escola de Enfermagem||Rio Grande|BR||
LIL|rhs|biblio-829613|Nunes, Simone dos Santos||Universidade Federal do Rio Grande|Escola de Enfermagem||Rio Grande|BR||
LIL|rhs|biblio-829613|Thurow, Mara Regina Bergmann||Universidade Federal do Rio Grande|Escola de Enfermagem||Rio Grande|BR||
LIL|rhs|biblio-829614|Oliveira, Maria Amélia de Campos||Nursing School of São Paulo University|Journal of Nursing School of São Paulo||Campinas|BR||
LIL|rhs|biblio-829614|Egry, Emiko Yoshikawa||Nursing School of São Paulo University|Journal of Nursing School of São Paulo||Campinas|BR||
LIL|rhs|biblio-829619|Fuly, Patrícia dos Santos Claro||Universidade Federal Fluminense|||Niterói|BR||
LIL|rhs|biblio-829619|Pires, Livia Márcia Vidal||Universidade Federal Fluminense|||Niterói|BR||
LIL|rhs|biblio-829619|Souza, Claudia Quinto Santos de||Universidade Federal Fluminense|||Niterói|BR||
LIL|rhs|biblio-829619|Oliveira, Beatriz Guitton Renaud Baptista de||Universidade Federal Fluminense|||Niterói|BR||
LIL|rhs|biblio-829619|Padilha, Katia Grillo||Universidade Federal Fluminense|||Niterói|BR||
LIL|rhs|biblio-829621|Alecrim, Tatiana Ferraz de Araújo||Universidade Federal de São Carlos|||São Carlos|BR||
LIL|rhs|biblio-829621|Mitano, Fernando||Universidade Federal de São Carlos|||São Carlos|BR||
LIL|rhs|biblio-829621|Reis, Amanda Alessandra dos||Universidade Federal de São Carlos|||São Carlos|BR||
LIL|rhs|biblio-829621|Roos, Cristine Moraes||Universidade Federal de São Carlos|||São Carlos|BR||
LIL|rhs|biblio-829621|Palha, Pedro Fredemir||Universidade Federal de São Carlos|||São Carlos|BR||
LIL|rhs|biblio-829621|Protti-Zanatta, Simone Teresinha||Universidade Federal de São Carlos|||São Carlos|BR||
LIL|rhs|biblio-829623|Macedo, Taise Rocha||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829623|Rocha, Patricia Kuerten||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829623|Tomazoni, Andreia||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829623|Souza, Sabrina de||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829623|Anders, Jane Cristina||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829623|Davis, Karri||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829624|Karanikola, Maria NK.||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829624|Giannakopoulou, Margarita||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829624|Kalafati, Maria||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829624|Kaite, Charis P||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829624|Patiraki, Elisabeth||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829624|Mpouzika, Meropi||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829624|Papathanassoglou, Elisabeth E.D.||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829624|Middleton, Nicos||School of Health Sciences|Department of Nursing||Limassol|CY||
LIL|rhs|biblio-829694|Gomes, Andréia Patrícia||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|biblio-829694|Gonçalves, Lucas Lacerda||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|biblio-829694|Souza, Camila Ribeiro||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|biblio-829694|Siqueira-Batista, Rodrigo||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|biblio-829815|Faria, Mateus Aparecido de||Fundação Oswaldo Cruz|||Belo Horizonte|BR||
LIL|rhs|biblio-829815|Paula, Douglas Marcos Pereira de||Fundação Oswaldo Cruz|||Belo Horizonte|BR||
LIL|rhs|biblio-829815|Rocha, Cristianne Maria Famer||Fundação Oswaldo Cruz|||Belo Horizonte|BR||
LIL|rhs|biblio-829826|Machado, Dinair Ferreira||Universidade Estadual Paulista|||Botucatu|BR||
LIL|rhs|biblio-829826|McLellan, Kátia Cristina Portero||Universidade Estadual Paulista|||Botucatu|BR||
LIL|rhs|biblio-829826|Murta-Nascimento, Cristiane||Universidade Estadual Paulista|||Botucatu|BR||
LIL|rhs|biblio-829826|Castanheira, Elen Rose Lodeiro||Universidade Estadual Paulista|||Botucatu|BR||
LIL|rhs|biblio-829826|Almeida, Margareth Aparecida Santini de||Universidade Estadual Paulista|||Botucatu|BR||
LIL|rhs|biblio-829829|Modesto, Ana Carolina Figueiredo||Universidade Federal de Goiás|Hospital das Clínicas||Goiânia|BR||
LIL|rhs|biblio-829829|Ferreira, Tatyana Xavier Almeida Matteucci||Universidade Federal de Goiás|Hospital das Clínicas||Goiânia|BR||
LIL|rhs|biblio-829829|Provin, Mércia Pandolfo||Universidade Federal de Goiás|Hospital das Clínicas||Goiânia|BR||
LIL|rhs|biblio-829829|Amaral, Rita Goreti||Universidade Federal de Goiás|Hospital das Clínicas||Goiânia|BR||
LIL|rhs|biblio-829829|Lima, Dione Marçal||Universidade Federal de Goiás|Hospital das Clínicas||Goiânia|BR||
LIL|rhs|biblio-829835|Santos, Flavia Pedro dos Anjos||Universidade do Estado do Rio de Janeiro|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Rio de Janeiro|BR||
LIL|rhs|biblio-829835|Acioli, Sonia||Universidade do Estado do Rio de Janeiro|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Rio de Janeiro|BR||
LIL|rhs|biblio-829835|Rodrigues, Vanda Palmarella||Universidade do Estado do Rio de Janeiro|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Rio de Janeiro|BR||
LIL|rhs|biblio-829835|Machado, Juliana Costa||Universidade do Estado do Rio de Janeiro|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Rio de Janeiro|BR||
LIL|rhs|biblio-829835|Souza, Moema Santos||Universidade do Estado do Rio de Janeiro|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Rio de Janeiro|BR||
LIL|rhs|biblio-829835|Couto, Tatiana Almeida||Universidade do Estado do Rio de Janeiro|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Rio de Janeiro|BR||
LIL|rhs|biblio-829837|Silveira, Natyele Rippel||Universidade Federal de Santa Catarina|Centro de Ciências da Saúde|Programa de Pós-Graduação em Enfermagem|Florianópolis|BR||
LIL|rhs|biblio-829837|Nascimento, Eliane Regina Pereira do||Universidade Federal de Santa Catarina|Centro de Ciências da Saúde|Programa de Pós-Graduação em Enfermagem|Florianópolis|BR||
LIL|rhs|biblio-829837|Rosa, Luciana Martins da||Universidade Federal de Santa Catarina|Centro de Ciências da Saúde|Programa de Pós-Graduação em Enfermagem|Florianópolis|BR||
LIL|rhs|biblio-829837|Jung, Walnice||Universidade Federal de Santa Catarina|Centro de Ciências da Saúde|Programa de Pós-Graduação em Enfermagem|Florianópolis|BR||
LIL|rhs|biblio-829837|Martins, Sabrina Regina||Universidade Federal de Santa Catarina|Centro de Ciências da Saúde|Programa de Pós-Graduação em Enfermagem|Florianópolis|BR||
LIL|rhs|biblio-829837|Fontes, Moisés dos Santos||Universidade Federal de Santa Catarina|Centro de Ciências da Saúde|Programa de Pós-Graduação em Enfermagem|Florianópolis|BR||
LIL|rhs|biblio-829838|Carvalho, Matheus Sousa Marques||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829838|Andrade, Daniela Furtado Rodrigues de||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829838|Sousa, Álvaro Francisco Lopes de||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829838|Valle, Andréia Rodrigues Moura da Costa||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829838|Freitas, Daniela Reis Joaquim||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829838|Nascimento, Glicia Cardoso||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829838|Andrade, Denise de||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829838|Watanabe, Evandro||Universidade Federal do Piauí|Programa de Pós-Graduação em Enfermagem||Teresina|BR||
LIL|rhs|biblio-829839|Cestari, Virna Ribeiro Feitosa||Universidade Estadual do Ceará|Programa de Pós-Graduação em Cuidados Clínicos em Saúde e Enfermagem||Fortaleza|BR||
LIL|rhs|biblio-829839|Florêncio, Raquel Sampaio||Universidade Estadual do Ceará|Programa de Pós-Graduação em Cuidados Clínicos em Saúde e Enfermagem||Fortaleza|BR||
LIL|rhs|biblio-829839|Moreira, Thereza Maria Magalhães||Universidade Estadual do Ceará|Programa de Pós-Graduação em Cuidados Clínicos em Saúde e Enfermagem||Fortaleza|BR||
LIL|rhs|biblio-829839|Pessoa, Vera Lúcia Mendes de Paula||Universidade Estadual do Ceará|Programa de Pós-Graduação em Cuidados Clínicos em Saúde e Enfermagem||Fortaleza|BR||
LIL|rhs|biblio-829839|Barbosa, Islene Victor||Universidade Estadual do Ceará|Programa de Pós-Graduação em Cuidados Clínicos em Saúde e Enfermagem||Fortaleza|BR||
LIL|rhs|biblio-829839|Lima, Francisca Elisângela Teixeira||Universidade Estadual do Ceará|Programa de Pós-Graduação em Cuidados Clínicos em Saúde e Enfermagem||Fortaleza|BR||
LIL|rhs|biblio-829839|Custódio, Ires Lopes||Universidade Estadual do Ceará|Programa de Pós-Graduação em Cuidados Clínicos em Saúde e Enfermagem||Fortaleza|BR||
LIL|rhs|biblio-829841|Medeiros, Renata Marien Knupp||Universidade Federal de Mato Grosso|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Cuiabá|BR||
LIL|rhs|biblio-829841|Teixeira, Renata Cristina||Universidade Federal de Mato Grosso|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Cuiabá|BR||
LIL|rhs|biblio-829841|Nicolini, Ana Beatriz||Universidade Federal de Mato Grosso|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Cuiabá|BR||
LIL|rhs|biblio-829841|Alvares, Aline Spanevello||Universidade Federal de Mato Grosso|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Cuiabá|BR||
LIL|rhs|biblio-829841|Corrêa, Áurea Christina de Paula||Universidade Federal de Mato Grosso|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Cuiabá|BR||
LIL|rhs|biblio-829841|Martins, Débora Prado||Universidade Federal de Mato Grosso|Faculdade de Enfermagem|Programa de Pós-Graduação em Enfermagem|Cuiabá|BR||
LIL|rhs|biblio-829847|Andrade, Selma Regina de||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829847|Piccoli, Talita||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829847|Ruoff, Andriela Backes||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829847|Ribeiro, Janara Caroline||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829847|Sousa, Fernando Miguel de||Universidade Federal de Santa Catarina|Programa de Pós-Graduação em Enfermagem||Florianópolis|BR||
LIL|rhs|biblio-829852|Cezar-Vaz, Marta Regina||Universidade Federal do Rio Grande||Escola de Enfermagem|Rio Grande|BR||
LIL|rhs|biblio-829852|Bonow, Clarice Alves||Universidade Federal do Rio Grande||Escola de Enfermagem|Rio Grande|BR||
LIL|rhs|biblio-829852|Mello, Marlise Capa Verde Almeida de||Universidade Federal do Rio Grande||Escola de Enfermagem|Rio Grande|BR||
LIL|rhs|biblio-829852|Silva, Mara Regina Santos da||Universidade Federal do Rio Grande||Escola de Enfermagem|Rio Grande|BR||
LIL|rhs|biblio-829855|Rabelo, Ana Renata Moura||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829855|Silva, Kênia Lara||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829856|Petersen, Cristina Buischi||Centro Universitário Barão de Mauá|Curso Superior de Tecnologia em Estética e Cosmética||Ribeirão Preto|BR||
LIL|rhs|biblio-829856|Lima, Regina Aparecida Garcia de||Centro Universitário Barão de Mauá|Curso Superior de Tecnologia em Estética e Cosmética||Ribeirão Preto|BR||
LIL|rhs|biblio-829856|Boemer, Magali Roseira||Centro Universitário Barão de Mauá|Curso Superior de Tecnologia em Estética e Cosmética||Ribeirão Preto|BR||
LIL|rhs|biblio-829856|Rocha, Semiramis Melani Melo||Centro Universitário Barão de Mauá|Curso Superior de Tecnologia em Estética e Cosmética||Ribeirão Preto|BR||
LIL|rhs|biblio-829858|Salviano, Márcia Eller Miranda||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829858|Nascimento, Prince Daiane Felizardo Silva||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829858|Paula, Mariane Andreza de||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829858|Vieira, Carolina Santiago||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829858|Frison, Susiane Sucasas||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829858|Maia, Mariana Almeida||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829858|Souza, Kleyde Ventura||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829858|Borges, Eline Lima||Universidade Federal de Minas Gerais|Escola de Enfermagem|Programa de Pós-Graduação em Enfermagem|Belo Horizonte|BR||
LIL|rhs|biblio-829860|Cogo, Ana Luísa Petersen||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829860|Pai, Daiane Dal||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829860|Aliti, Graziella Badin||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829860|Hoefel, Heloísa Karnas||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829860|Azzolin, Karina de Oliveira||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829860|Busin, Lurdes||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829860|Unicovsky, Margarita Ana Rubin||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829860|Kruse, Maria Henriqueta Luce||Universidade Federal do Rio Grande do Sul|Programa de Pós-Graduação em Enfermagem||Porto Alegre|BR||
LIL|rhs|biblio-829883|Araújo, Tânia Maria de||Universidade Estadual de Feira de Santana|Departamento de Saúde||Feira de Santana|BR||
LIL|rhs|biblio-829883|Mattos, Amália Ivine Santana||Universidade Estadual de Feira de Santana|Departamento de Saúde||Feira de Santana|BR||
LIL|rhs|biblio-829883|Almeida, Maura Maria Guimarães de||Universidade Estadual de Feira de Santana|Departamento de Saúde||Feira de Santana|BR||
LIL|rhs|biblio-829883|Santos, Kionna Oliveira Bernardes||Universidade Estadual de Feira de Santana|Departamento de Saúde||Feira de Santana|BR||
LIL|rhs|biblio-830091|Amat, José||Universidad de Chile|Hospital Clínico|Departamento de Cirugía|Santiago|CL||
LIL|rhs|biblio-830278|Cotes Mestre, Martha Isabel||, Instituto Nacional de Cancerología|||Bogotá|CO||
LIL|rhs|biblio-830431|Atamari-Anahui, Noé||Universidad Nacional de San Antonio Abad del Cusco|Escuela de Medicina||Cusco|PE||
LIL|rhs|biblio-830431|Sucasaca-Rodríguez, Cristian||Universidad Nacional de San Antonio Abad del Cusco|Escuela de Medicina||Cusco|PE||
LIL|rhs|biblio-830431|Contreras-Sotomayor, Shamir||Universidad Nacional de San Antonio Abad del Cusco|Escuela de Medicina||Cusco|PE||
LIL|rhs|biblio-830431|Aguilar-Muñiz, Antonio||Universidad Nacional de San Antonio Abad del Cusco|Escuela de Medicina||Cusco|PE||
LIL|rhs|biblio-830431|Velásquez-Cuentas, Lucio||Universidad Nacional de San Antonio Abad del Cusco|Escuela de Medicina||Cusco|PE||
LIL|rhs|biblio-830431|Mejía, Christian R||Universidad Nacional de San Antonio Abad del Cusco|Escuela de Medicina||Cusco|PE||
LIL|rhs|biblio-830507|Toso, Greice Letícia||Hospital de Caridade de Ijuí|||Ijuí|BR||
LIL|rhs|biblio-830507|Golle, Lidiane||Hospital de Caridade de Ijuí|||Ijuí|BR||
LIL|rhs|biblio-830507|Magnago, Tânia Solange Bosi de Souza||Hospital de Caridade de Ijuí|||Ijuí|BR||
LIL|rhs|biblio-830507|Herr, Gerli Elenise Gehrke||Hospital de Caridade de Ijuí|||Ijuí|BR||
LIL|rhs|biblio-830507|Loro, Marli Maria||Hospital de Caridade de Ijuí|||Ijuí|BR||
LIL|rhs|biblio-830507|Aozane, Fabiele||Hospital de Caridade de Ijuí|||Ijuí|BR||
LIL|rhs|biblio-830507|Kolankiewicz, Adriane Cristina Bernat||Hospital de Caridade de Ijuí|||Ijuí|BR||
LIL|rhs|biblio-830509|Romera, Amanda de Araújo||Universidade Federal da Paraíba|Centro de Ciências da Saúde||João Pessoa|BR||
LIL|rhs|biblio-830509|Barrêto, Anne Jaquelyne Roque||Universidade Federal da Paraíba|Centro de Ciências da Saúde||João Pessoa|BR||
LIL|rhs|biblio-830509|Pinheiro, Patrícia Geórgia de Oliveira Diniz||Universidade Federal da Paraíba|Centro de Ciências da Saúde||João Pessoa|BR||
LIL|rhs|biblio-830509|Adário, Karinne Dantas de Oliveira||Universidade Federal da Paraíba|Centro de Ciências da Saúde||João Pessoa|BR||
LIL|rhs|biblio-830509|Sá, Lenilde Duarte de||Universidade Federal da Paraíba|Centro de Ciências da Saúde||João Pessoa|BR||
LIL|rhs|biblio-830511|Moreira, Rafaella Pessoa||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
LIL|rhs|biblio-830511|Araujo, Thelma Leite de||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
